match_id,player_index,champion,subteamId,kills,deaths,assists,kda,goldEarned,champLevel,totalDamageDealtToChampions,totalDamageTaken,totalHeal,damageSelfMitigated,teamDamagePercentage,damageTakenOnTeamPercentage,abilityUses,skillshotsHit,skillshotsDodged,augments,gameDuration
EUW1_7616292309,12,Leona,7,10,4,7,4.25,18000,18,83300,77927,43698,298052,0.21094772929793568,0.20382352191432235,169,16,30,"[216, 28, 70, 181, 250]",1376
EUW1_7616292309,13,Diana,2,17,8,3,2.5,16010,18,63332,37033,4078,67219,0.16038106290132376,0.09686312390668998,183,38,94,"[48, 56, 205, 27, 211]",1376
EUW1_7616292309,14,Jax,2,5,7,8,1.86,19530,18,57298,76057,51111,118447,0.1451013149025804,0.1989308671237426,242,0,47,"[220, 251, 138, 41, 77]",1376
EUW1_7616292309,15,Vayne,8,6,7,4,1.43,10000,15,23403,19271,1961,10023,0.15267092795822546,0.11441512295248826,91,22,39,"[228, 226, 308, 237]",1376
EUW1_7616292309,16,Udyr,7,11,11,6,1.55,18510,18,44866,34823,10350,36403,0.11361985391976132,0.09108151225041063,126,0,14,"[115, 22, 74, 10, 92]",1376
EUW1_7616262097,1,Sion,8,2,8,7,1.12,19739,17,27281,38915,7409,88179,0.09125173287024028,0.1461656648899378,88,7,40,"[313, 206, 103, 41, 181]",1313
EUW1_7616262097,2,Zaahen,1,7,3,12,6.33,18510,18,46231,40463,25030,88398,0.1546372143657787,0.15198051667908113,211,14,26,"[327, 7, 250, 78, 251]",1313
EUW1_7616262097,3,Briar,1,15,3,5,6.67,16526,18,47590,32711,40273,45629,0.1591832906391614,0.12286329164324146,132,7,26,"[238, 138, 52, 225, 51]",1313
EUW1_7616262097,4,Yorick,4,5,7,6,1.57,16255,18,33175,58962,20535,91046,0.11096851519943465,0.22146129865928046,216,2,18,"[68, 7, 211, 125, 112]",1313
EUW1_7616262097,5,Jinx,4,11,6,4,2.5,20250,18,37998,25632,7276,20362,0.12709881200267878,0.09627610688812961,68,8,33,"[47, 207, 107, 36, 138]",1313
EUW1_7616262097,6,Sion,7,6,6,4,1.67,10771,15,22968,55368,10753,93397,0.11429868466039293,0.23234085141878782,85,7,21,"[152, 218, 217, 64]",1313
EUW1_7616262097,7,Shyvana,7,6,7,5,1.57,10016,15,23500,27693,10992,33690,0.11694313545615467,0.11621086394960185,106,11,20,"[36, 22, 23, 41]",1313
EUW1_7616262097,8,Zaahen,5,6,6,0,1.0,8758,14,24990,30712,10878,21653,0.12435575401393263,0.12887601587606623,127,8,14,"[98, 304, 120, 84]",1313
EUW1_7616262097,9,Yasuo,5,0,6,3,0.5,8008,14,7876,14630,8035,17191,0.039196900686095104,0.06139326006244938,151,5,9,"[312, 304, 73, 241]",1313
EUW1_7616262097,10,RekSai,3,4,7,4,1.14,10050,15,19018,22012,8895,25006,0.09464033627151454,0.09236903811797939,144,1,10,"[84, 171, 89, 323]",1313
